criticalRate,death,deathRate,confCaseRate,createDt,confCase,gubun
0,0,0,18.89,2020-12-01,6546,20-29
0,14847,51,53,2022-10-28,13572297,Female
0,0,0,6.25,2020-12-19,3033,10-19
0,67,0,15,2022-09-04,3507132,20-29
0,8,0.04,13.14,2022-04-29,2259176,10-19
0.11,17280,50.77,53.68,2023-03-06,16409789,Female
0.3,61,3.45,18.45,2021-04-12,20323,50-59
0.45,7798,22.68,5.61,2023-04-18,1740320,70-79
0.96,459,14.53,11.87,2021-11-17,47797,60-69
0,38,0.11,9.7,2023-07-28,3209869,0-9
0.31,58,3.36,18.46,2021-03-29,18856,50-59
0.3,155,6.17,16.25,2021-10-04,51944,50-59
0.12,4,0.92,13.31,2020-10-12,3287,40-49
0,0,0,3.92,2021-02-13,3262,0-9
0,0,0,2.35,2020-09-09,507,0-9
0,0,0,5.32,2021-09-12,14510,0-9
0.01,3,0.15,16.64,2021-07-21,30333,20-29
0.12,16876,49.24,46.3,2023-04-01,14273878,Male
0,17,0.06,12.76,2022-11-04,3287916,10-19
0,0,0,53.84,2023-06-18,17234765,Female
0,0,0,5.53,2020-06-27,700,10-19
1.28,39,58.21,38.14,2020-03-13,3043,Male
0.73,14,6.54,18.36,2020-04-12,1930,50-59
1.97,19537,59.7,3.3,2023-01-11,990333,80 over
5.56,571,28.42,6.67,2021-06-25,10261,70-79
1.06,1033,49.69,51.01,2021-07-27,97693,Male
23.28,112,48.28,4.52,2020-04-18,481,80 over
0,0,0,8.67,2021-09-20,24920,10-19
0.17,2,0.78,10.79,2020-05-06,1166,30-39
6.05,334,27.95,7.81,2021-01-14,5520,70-79
1.56,483,50.21,48.83,2021-01-03,30874,Male
0.29,224,5.27,14.76,2021-12-12,76341,50-59
0.03,1359,4.09,13.05,2023-01-22,3915004,50-59
0,8,0.03,13.1,2022-05-08,2297628,10-19
0.69,15,5.4,17.95,2020-06-16,2182,50-59
0,0,0,7.06,2021-05-13,9153,10-19
1.36,83,46.89,60.1,2020-04-04,6104,Female
1.94,20378,59.62,3.41,2023-03-21,1048836,80 over
1.11,223,11.74,15.29,2021-05-16,20132,60-69
0.12,16986,49.28,46.26,2023-04-28,14408100,Male
2.03,247,53.58,46.53,2020-10-28,12167,Male
0.43,7979,22.69,5.75,2023-07-17,1875487,70-79
0.02,12,0.44,19.13,2021-10-23,67051,20-29
1.45,179,47.48,54.25,2020-09-18,12359,Female
0.13,12541,51.29,52.98,2022-06-20,9685509,Female
0.12,16999,49.27,46.26,2023-05-03,14437756,Male
2.3,15599,58.87,2.96,2022-08-27,678686,80 over
1.1,1023,49.66,50.83,2021-07-21,92642,Male
2.69,14499,58.79,2.91,2022-07-11,538590,80 over
0.1,18023,50.59,54.01,2023-08-18,18406668,Female
1.51,919,50.36,50.23,2021-04-29,60952,Female
6.35,12,27.27,2.79,2020-03-07,189,80 over
1,6511,23,5,2022-09-29,1282959,70-79
0,9,0.04,13.1,2022-05-19,2343183,10-19
2.33,41,14.19,13.04,2020-07-13,1758,60-69
0,0,0,11.09,2023-07-22,3639474,60-69
20.69,837,56.78,4.98,2021-02-08,4046,80 over
0.07,39,1.49,16.06,2021-10-14,54216,40-49
0,0,0,10.03,2022-01-04,64732,10-19
0,16,0.06,12.81,2022-09-11,3073943,10-19
0,0,0,3.86,2021-02-05,3092,0-9
0,0,0,3.82,2021-01-31,2984,0-9
0.11,2,0.66,12.7,2020-08-01,1820,30-39
1.95,20328,59.62,3.41,2023-03-11,1044866,80 over
0.78,1825,50.98,52.8,2021-11-29,234543,Male
0.62,5739,23.04,4.76,2022-07-26,920568,70-79
0,34,0.11,10.82,2022-11-16,2851605,0-9
0,0,0,26.68,2020-06-19,3283,20-29
0,0,0,6.77,2021-03-06,6229,10-19
0.01,3,0.05,8.03,2022-01-07,52769,0-9
0,160,0.47,14.64,2023-03-09,4480958,30-39
0.16,2,0.75,11.04,2020-05-24,1235,30-39
1.86,174,52.89,45.34,2020-09-03,9359,Male
0,0,0,1.57,2020-07-07,207,0-9
0,23,0.07,12.41,2023-05-17,3904290,10-19
4.1,1610,27.35,6.01,2022-01-06,39283,70-79
0.44,23,4.67,18.25,2020-11-14,5172,50-59
0,3255,12,10,2022-09-23,2570336,60-69
0,0,0,22.75,2020-08-25,4082,20-29
0,0,0,3.61,2021-01-11,2495,0-9
0.07,2,0.51,12.17,2020-09-25,2855,30-39
0,0,0,1.37,2020-05-30,157,0-9
6.27,100,30.03,7.6,2020-09-05,1596,70-79
0,0,0,28.57,2020-02-13,8,50-59
0,11,0.04,13.1,2022-07-11,2427230,10-19
0,37,0.11,10.25,2023-01-16,3055413,0-9
0,37,0,9.89,2023-06-16,3162918,0-9
0.15,3,0.99,13.51,2020-08-08,1968,40-49
0,120,0,15,2022-08-14,3149417,30-39
0.9,1120,50.07,51.42,2021-08-25,124150,Male
0.2,3,1.1,13.21,2020-06-04,1536,40-49
0.54,3445,48.9,49.41,2022-02-12,639497,Female
0.01,1,0.06,15.09,2021-03-02,13632,20-29
0,14253,49,47,2022-10-28,11894695,Male
0.11,3963,0,11.02,2023-06-12,3514863,60-69
0.43,19,4.51,18.53,2020-10-04,4464,50-59
1.57,225,47.47,53.34,2020-11-04,14361,Female
6.78,4002,51.42,2.21,2022-02-25,59021,80 over
1.34,158,11.82,15.75,2021-01-23,11763,60-69
1.88,192,52.32,45.67,2020-09-15,10225,Male
15.36,1362,49.24,2.52,2021-10-24,8870,80 over
0,0,0,6.72,2021-02-16,5666,10-19
0.12,3867,11.36,10.93,2023-03-06,3340225,60-69
0,0,0,0,2020-01-22,0,60-69
0.64,3549,51.27,50.93,2022-02-08,550898,Male
0,0,0,15.2,2021-02-06,12235,20-29
13.23,2621,50.64,3.29,2021-12-25,19817,80 over
0,20,0.06,12.51,2023-01-18,3741693,10-19
0.03,16,0.66,15.67,2021-09-25,46752,30-39
0.43,7,7.69,19.17,2020-03-19,1642,50-59
0,0,0,53.99,2023-08-12,18266659,Female
6.53,114,31.06,7.79,2020-09-15,1745,70-79
0.13,7921,48.8,47.37,2022-03-31,6203775,Male
0.45,7780,22.68,5.6,2023-04-06,1730219,70-79
0,10,0,13,2022-07-03,2407624,10-19
0,0,0,6.68,2021-02-08,5424,10-19
0.25,73,3.59,18.24,2021-07-07,29687,50-59
0.11,4027,11.35,11.2,2023-08-10,3778493,60-69
0,136,0,15,2022-10-10,3645226,30-39
0.29,61,3.41,18.52,2021-04-16,20887,50-59
0,23,0.07,12.41,2023-05-09,3885760,10-19
1.15,212,11.67,15.38,2021-04-26,18359,60-69
25.92,127,48.29,4.41,2020-05-20,490,80 over
0,0,0,6.77,2021-03-04,6176,10-19
0.43,7973,22.7,5.74,2023-07-12,1864779,70-79
0,1,0,14,2022-02-18,243180,10-19
0.15,4,1.23,13.5,2020-08-31,2693,40-49
0,0,0,25.2,2020-08-06,3654,20-29
0,12495,51,53,2022-06-11,9654169,Female
0.83,1821,48.7,47.29,2021-12-03,218758,Female
0.02,3,0.17,14.9,2021-04-25,17719,20-29
0.04,1262,4.11,12.87,2022-12-04,3515890,50-59
0,14833,51,53,2022-10-27,13551868,Female
0.01,478,1.37,15.2,2023-06-23,4876707,40-49
4.98,652,27.39,4.71,2021-09-15,13091,70-79
0.13,3320,11.56,10.51,2022-10-12,2629705,60-69
0,51,0.23,14.37,2022-04-26,2443522,20-29
0,0,0,19.22,2020-11-14,5447,20-29
0.04,1213,4,13,2022-11-02,3279315,50-59
1.68,2206,26.28,3.55,2022-03-03,131018,70-79
0.12,3775,11.35,10.89,2023-01-25,3272083,60-69
4.31,1729,27.62,5.87,2022-01-14,40142,70-79
2.77,151,53.55,42.86,2020-06-28,5450,Male
1.3,988,49.47,50.23,2021-06-19,75712,Male
1.49,416,50.79,48.48,2020-12-28,27955,Male
0.02,3,0.16,14.87,2021-05-07,18747,20-29
0,0,0,25.31,2020-07-31,3620,20-29
0,32,0.12,11.15,2022-09-16,2710784,0-9
0.04,8,0.4,13.89,2021-06-14,20588,30-39
0,14269,49,47,2022-10-29,11911059,Male
0,0,0,4.27,2021-04-09,4623,0-9
2.14,17375,59.15,3.14,2022-11-06,810423,80 over
0,139,0.46,14.56,2022-11-18,3853637,30-39
1.48,473,50.21,51.14,2021-01-02,32000,Female
0.13,9539,48.47,47.18,2022-04-11,7277615,Male
1.19,211,11.71,15.45,2021-04-20,17800,60-69
0.11,16632,50.98,53.62,2023-01-09,15838740,Female
0,79,0.23,14.56,2023-02-16,4426902,20-29
0.03,1415,4.09,13.06,2023-05-12,4098652,50-59
1.03,271,12.83,12.72,2021-08-06,26375,60-69
0.64,5312,23.02,4.79,2022-05-04,832854,70-79
0.37,3789,50.86,49.72,2022-02-21,1023402,Male
0.01,3,0.15,15.15,2021-06-17,22691,20-29
0,80,0.23,14.54,2023-07-04,4694114,20-29
0,74,0.24,14.65,2022-11-28,3949588,20-29
2.68,13896,59,2.93,2022-05-12,517709,80 over
19.24,684,56.2,4.99,2021-01-15,3555,80 over
1.94,20399,59.62,3.42,2023-03-25,1050932,80 over
0,0,0,5.47,2020-10-20,1386,10-19
0,0,0,19.05,2020-02-05,4,30-39
0.22,4153,49.48,51.14,2022-03-03,1887714,Female
7.1,142,32.79,8.09,2020-10-12,1999,70-79
0,34,0.12,11.06,2022-10-08,2760982,0-9
0.04,1190,4.13,12.74,2022-10-15,3198055,50-59
0,0,0,6.99,2021-04-29,8486,10-19
0.04,1275,4.13,12.89,2022-12-08,3549856,50-59
0.05,17,0.81,15.92,2021-08-03,32188,40-49
0,0,0,5.27,2020-03-26,487,10-19
0.12,14716,48.87,46.59,2022-11-22,12417214,Male
9.88,81,28.93,6.66,2020-06-19,820,70-79
0.04,27,0.66,14.95,2021-12-09,74237,30-39
18.12,1127,53.56,3.08,2021-08-03,6218,80 over
0,13701,49,47,2022-09-22,11478781,Male
0,0,0,24.88,2020-08-15,3742,20-29
0,145,0.45,14.6,2022-12-27,4199519,30-39
0,0,0,6.69,2021-02-03,5303,10-19
2.79,38,14.5,12.36,2020-05-16,1364,60-69
1.91,201,52.48,45.77,2020-09-20,10516,Male
0.1,372,4.62,11.85,2022-02-28,371533,50-59
1.5,2,12.5,4.54,2020-02-29,133,70-79
0,29,0,11,2022-08-19,2503169,0-9
0,27,0.25,16.02,2022-03-15,1157681,20-29
0.15,2606,11.83,10.08,2022-04-23,1696765,60-69
4.39,1814,27.63,5.58,2022-01-24,41354,70-79
0.26,72,3.61,18.36,2021-06-18,27580,50-59
0.75,1436,51.14,53.12,2021-10-28,190400,Male
0,0,0,25.69,2020-07-19,3531,20-29
0.69,1122,15,9,2022-02-18,163759,60-69
0.4,8088,22.65,5.92,2023-08-22,2027083,70-79
0,14793,51,53,2022-10-22,13462106,Female
0,34,0,11,2022-10-30,2799632,0-9
9.69,68,30.22,6.63,2020-04-15,702,70-79
0.12,3910,11.38,10.93,2023-04-13,3384001,60-69
13.53,1583,50.13,2.91,2021-11-17,11703,80 over
0.05,529,4.37,11.94,2022-03-19,1079407,50-59
0.31,54,3.29,18.56,2021-03-08,17228,50-59
0.12,3867,11.36,10.93,2023-03-06,3340225,60-69
0.63,16,5.3,17.62,2020-08-06,2554,50-59
0,163,0.47,14.68,2023-06-26,4716916,30-39
0,14181,49,47,2022-10-22,11808972,Male
1.85,185,52.86,45.54,2020-09-11,9982,Male
0.03,12,0.53,15.05,2021-08-29,37419,30-39
0.04,8,0.4,14.08,2021-07-01,22204,30-39
0,14468,51,53,2022-09-28,13151418,Female
0,0,0,8.21,2021-08-13,18082,10-19
1.32,182,11.57,15.69,2021-02-23,13752,60-69
4.53,13,37.14,4.98,2020-03-05,287,70-79
0,14755,51,53,2022-10-19,13418704,Female
0,19,0.06,12.61,2023-01-01,3672523,10-19
0,0,0,0.81,2020-03-08,58,0-9
0.12,16318,49.08,46.35,2023-01-24,13915071,Male
0.02,8,0.35,18.41,2021-08-31,46273,20-29
0.01,331,1.35,15.43,2022-07-05,2841155,40-49
16.47,1232,50.29,2.48,2021-09-26,7478,80 over
0,123,0.47,14.72,2022-08-25,3341241,30-39
0.01,402,1,15,2022-11-12,3985203,40-49
0,162,0,14.68,2023-06-16,4694279,30-39
0,0,0,15.56,2021-01-14,11002,20-29
0.16,3,1.01,13.22,2020-07-24,1848,40-49
1.45,302,51.45,47.93,2020-12-14,20836,Male
0.75,15,5.62,17.78,2020-05-25,1992,50-59
2.38,162,53.11,45.75,2020-08-14,6805,Male
0,37,0.11,10.16,2023-02-20,3092787,0-9
0.32,181,6.4,15.62,2021-10-30,56631,50-59
2.05,18353,59.38,3.25,2022-12-08,894434,80 over
3.61,1208,26.74,6.14,2021-12-16,33430,70-79
9.71,81,28.83,6.68,2020-06-23,834,70-79
0,162,0,14.66,2023-05-08,4586736,30-39
0,16,0.06,12.81,2022-09-08,3056811,10-19
0.76,1268,50.58,52.6,2021-10-03,167325,Male
0.12,3895,11.37,10.93,2023-04-01,3368840,60-69
0.16,5293,49.96,48.04,2022-03-14,3298810,Male
2,16871,59,3,2022-10-06,765296,80 over
0.13,3264,11.56,10.47,2022-09-26,2579217,60-69
0,0,0,20.65,2020-09-11,4527,20-29
0.11,17364,49.34,46.1,2023-07-21,15112800,Male
0,0,0,11.03,2023-06-17,3528432,60-69
0.46,7347,22.71,5.49,2023-01-04,1608473,70-79
0,23,0.07,12.4,2023-06-21,3975063,10-19
0,1,0.03,6.48,2021-12-05,30631,0-9
0.79,3126,24.5,4.13,2022-03-21,395331,70-79
0.07,15,0.76,15.12,2021-06-05,21708,40-49
1.62,102,47,59.74,2020-04-13,6295,Female
0.07,40,1.51,16.04,2021-10-16,54702,40-49
1.98,257,52.77,46.79,2020-11-11,13006,Male
0,3329,12,11,2022-10-14,2636470,60-69
0,80,0.23,14.57,2023-06-02,4624366,20-29
0.73,5,29.41,19.46,2020-03-01,686,50-59
0.45,7604,22.66,5.56,2023-02-03,1681804,70-79
1.42,245,47.48,52.41,2020-11-27,17195,Female
0,0,0,4.29,2021-04-13,4745,0-9
1.89,128,46.89,58.1,2020-06-04,6757,Female
0,380,1,15,2022-09-20,3737361,40-49
0.52,6290,23.03,5.11,2022-09-08,1218297,70-79
0.09,10,0.73,14.32,2021-01-26,10861,40-49
0,0,0,6.77,2021-03-07,6260,10-19
0,0,0,4.37,2021-05-14,5700,0-9
0,68,0.25,14.85,2022-09-08,3543120,20-29
0,24,0.07,12.27,2023-08-28,4223709,10-19
0.64,5338,23,4.79,2022-05-06,837151,70-79
0.05,7,0.4,13.42,2021-04-07,14349,30-39
1.49,404,50.95,48.47,2020-12-26,27088,Male
0.64,5622,23.04,4.81,2022-06-15,877641,70-79
0.05,6,0.38,13.06,2021-02-27,11661,30-39
25.13,143,49.83,4.28,2020-07-09,569,80 over
4.64,4743,52.95,2.3,2022-03-06,102317,80 over
0,11977,49,47,2022-07-03,8646373,Male
0,18,0.06,12.62,2022-12-29,3652106,10-19
0.04,1249,4.13,12.85,2022-11-25,3448163,50-59
1.13,1021,49.64,50.78,2021-07-18,90364,Male
0.09,85,1.4,14.67,2022-01-10,97924,40-49
0.41,17,4.57,18.45,2020-09-17,4180,50-59
5.57,180,31.14,7.75,2020-12-12,3232,70-79
0,0,0,8.04,2021-08-05,16540,10-19
4.02,885,26.83,5.26,2021-11-22,22004,70-79
0.04,8,0.4,13.92,2021-06-18,20919,30-39
0.1,17969,50.61,53.98,2023-08-11,18239324,Female
0.01,457,1.36,15.24,2023-02-11,4624528,40-49
0.12,10220,51.49,52.82,2022-04-12,8259287,Female
5.64,545,28.12,7.05,2021-05-25,9659,70-79
0,163,0.46,14.68,2023-07-03,4735995,30-39
15.46,298,51.38,4.51,2020-12-13,1927,80 over
0.01,377,1.37,15.28,2022-09-13,3683533,40-49
0.01,424,1,15,2022-12-18,4293871,40-49
0.82,1584,49.27,47.01,2021-11-19,192310,Female
0,0,0,6.75,2021-03-22,6687,10-19
0.03,1333,4.09,13.02,2023-01-09,3845256,50-59
1.31,184,11.46,15.64,2021-03-01,14080,60-69
7.57,93,30.1,6.95,2020-08-24,1228,70-79
1.01,385,14.47,11.14,2021-10-17,38158,60-69
0,0,0,15.15,2023-08-27,5216825,40-49
0,3,0.05,8.54,2022-01-25,64017,0-9
0,23,0.07,12.4,2023-06-14,3961172,10-19
1.6,890,49.78,49.71,2021-04-15,55727,Male
0,0,0,5.28,2020-04-08,548,10-19
0.47,6991,22.8,5.41,2022-12-03,1473773,70-79
2.22,41,13.67,12.97,2020-07-30,1850,60-69
0.3,1305,14.06,9.03,2022-03-08,439898,60-69
0.4,24,4.6,18.16,2020-11-28,6049,50-59
0,0,0,28.57,2020-02-12,8,50-59
0.13,11395,51.48,52.93,2022-04-24,8943265,Female
20.47,237,50.21,4.32,2020-11-03,1158,80 over
0,0,0,41.67,2020-02-06,10,Female
21.56,218,50.46,4.11,2020-10-11,1011,80 over
4.48,771,26.98,4.69,2021-11-01,17198,70-79
0.07,2,0.5,12.19,2020-09-27,2878,30-39
0.07,15,0.78,14.98,2021-05-21,20171,40-49
1.02,409,14.57,11.21,2021-10-28,40189,60-69
0,0,0,5.54,2020-11-18,1621,10-19
0,37,0.11,9.86,2023-06-28,3172269,0-9
0,0,0,4,2021-02-20,3465,0-9
7.17,145,32.73,8.06,2020-10-17,2023,70-79
0.76,1728,50.81,52.89,2021-11-25,226891,Male
0.85,2133,48.62,47.64,2021-12-14,251826,Female
0.12,17348,49.33,46.11,2023-07-18,15056709,Male
0,0,0,5.29,2021-09-10,14235,0-9
0.08,7,0.74,14.19,2021-01-02,8880,40-49
0.15,5490,49.67,48.01,2022-03-16,3662843,Male
2.7,14437,58.84,2.92,2022-06-29,535662,80 over
1.16,33,61.11,37.95,2020-03-10,2851,Male
0.61,5783,23.05,4.77,2022-08-02,951572,70-79
0.01,3,0.07,6.98,2021-12-16,37992,0-9
0,0,0,10.04,2023-04-30,3130036,0-9
0.43,7949,22.69,5.72,2023-06-27,1838373,70-79
0.07,48,1.46,15.38,2021-11-22,64331,40-49
0.78,3475,51.31,51.59,2022-02-01,445738,Male
2.01,18961,59.57,3.29,2022-12-26,944416,80 over
0.12,3767,11.34,10.89,2023-01-22,3266784,60-69
0.88,14,60.87,37.8,2020-03-02,1592,Male
1.7,864,50.35,50.37,2021-03-26,50753,Female
0,0,0,2.76,2020-11-21,837,0-9
0,138,0.47,14.57,2022-11-06,3765053,30-39
0.08,92,1.41,14.76,2022-01-23,108294,40-49
0,81,0.23,14.49,2023-08-22,4958004,20-29
0.77,15,6.25,18.24,2020-04-24,1953,50-59
0.06,99,1.43,15.15,2022-02-08,163866,40-49
0.01,325,1.33,15.43,2022-06-15,2816202,40-49
17.53,1149,52.75,2.87,2021-08-18,6555,80 over
1.53,234,47.37,53.08,2020-11-16,15270,Female
0.04,19,0.77,15.75,2021-09-28,48164,30-39
0,27,0,12,2022-08-05,2360434,0-9
0.02,3,0.17,14.87,2021-04-22,17342,20-29
1.94,20445,59.63,3.42,2023-04-04,1055200,80 over
0.03,1435,4.08,13.06,2023-07-21,4280433,50-59
0,162,0,14.68,2023-06-13,4685938,30-39
0,0,0,4.24,2021-03-31,4371,0-9
0.84,2063,48.51,47.61,2021-12-12,246270,Female
1.07,77,12.15,15.44,2020-12-17,7171,60-69
1.38,162,47.09,54.47,2020-09-09,11758,Female
0,160,0.47,14.65,2023-04-20,4547212,30-39
4.73,24,35.82,6.35,2020-03-13,507,70-79
0.49,6733,22.92,5.3,2022-11-06,1368307,70-79
0.06,15,0.74,15.62,2021-07-10,26041,40-49
0.12,12993,51.29,53.07,2022-08-09,10982571,Female
0,0,0,4.31,2021-04-28,5204,0-9
0,115,0.46,14.76,2022-08-04,2975938,30-39
0.23,79,3.81,18,2021-07-25,33988,50-59
0.51,6315,23.02,5.12,2022-09-10,1227478,70-79
0.12,1,1.39,10.3,2020-03-14,833,30-39
0.14,12017,48.73,47.02,2022-07-11,8709900,Male
0,0,0,3.91,2021-02-11,3221,0-9
0,0,0,5.34,2021-09-14,14720,0-9
0,0,0,12.44,2023-04-23,3865270,10-19
6.22,507,28.45,7.31,2021-04-14,8145,70-79
0,51,0.23,14.37,2022-04-25,2432486,20-29
0.02,3,0.16,14.88,2021-05-08,18860,20-29
5.3,234,29.51,7.89,2020-12-26,4411,70-79
1.01,283,13.02,12.31,2021-08-17,27929,60-69
0,0,0,5.71,2023-06-24,1834731,70-79
0.51,6414,23.05,5.16,2022-09-18,1257726,70-79
0,148,0.46,14.6,2022-12-30,4233165,30-39
1.44,148,47.28,54.87,2020-08-27,10264,Female
16.73,1221,50.48,2.51,2021-09-22,7298,80 over
0.12,3445,11.51,10.64,2022-11-18,2816560,60-69
0.82,1461,49.24,46.87,2021-11-07,178078,Female
0.18,1690,12.86,9.55,2022-03-22,949128,60-69
0,0,0,4.36,2021-05-10,5577,0-9
0,0,0,1.3,2020-05-03,140,0-9
4.46,772,26.86,4.71,2021-11-02,17318,70-79
0,73,0,15,2022-10-10,3690216,20-29
0.07,98,1.44,14.97,2022-02-03,135775,40-49
2.68,14086,58.91,2.93,2022-05-21,525872,80 over
0.3,58,3.34,18.43,2021-04-02,19206,50-59
0,3333,12,11,2022-10-17,2643928,60-69
0.05,7,0.41,13.37,2021-03-22,13247,30-39
0,0,0,58.54,2020-02-20,48,Female
0,21,0.09,12.07,2022-05-18,2155066,0-9
0,0,0,5.4,2021-09-21,15608,0-9
0.04,1259,4.12,12.86,2022-12-01,3493571,50-59
1.73,110,47.01,59.7,2020-04-19,6365,Female
2.8,39,14.5,12.27,2020-05-28,1392,60-69
1.33,177,11.51,15.71,2021-02-17,13341,60-69
13.94,2918,49.98,3.22,2022-01-05,20929,80 over
0,16,0.06,12.79,2022-10-07,3188315,10-19
0.01,323,1.33,15.44,2022-06-05,2804009,40-49
0.01,402,1.36,15.24,2022-11-13,3992184,40-49
1.48,914,49.67,49.79,2021-05-04,61879,Male
0.34,25,4.43,18.26,2020-12-10,7321,50-59
0,37,0.11,10.21,2023-01-25,3068095,0-9
9.54,25,33.33,3.21,2020-03-15,262,80 over
0.89,3198,48.54,48.12,2022-01-25,360908,Female
0,1194,4,13,2022-10-19,3211824,50-59
0.4,8065,22.64,5.91,2023-08-18,2013875,70-79
0.01,13,0.21,14.93,2022-01-11,100080,20-29
1.52,287,51.62,47.96,2020-12-09,18899,Male
0.49,6798,22.88,5.33,2022-11-14,1396966,70-79
3.94,1521,27.04,6.08,2022-01-01,38608,70-79
0.01,3,0.15,15.13,2021-06-13,22372,20-29
0,105,0.44,14.71,2022-05-13,2608419,30-39
0,22,0.09,11.97,2022-06-27,2193720,0-9
0,0,0,4.42,2021-05-24,6033,0-9
2.69,14319,58.87,2.93,2022-06-09,532541,80 over
1.74,21283,59.75,3.6,2023-08-18,1226426,80 over
0.01,451,1.36,15.25,2023-01-24,4577132,40-49
5.13,620,27.83,5.05,2021-08-24,12084,70-79
16.73,521,55.31,4.98,2021-01-02,3114,80 over
0.04,1279,4.12,12.89,2022-12-10,3568214,50-59
0.02,12,0.38,18.03,2021-11-16,72040,20-29
0.01,53,0.63,15.21,2022-03-03,561651,30-39
2.56,155,52.72,44.12,2020-07-18,6049,Male
1.3,186,11.43,15.57,2021-03-05,14270,60-69
0,0,0,1.16,2020-03-28,110,0-9
0.04,31,0.61,14.56,2021-12-24,86837,30-39
24.24,152,49.67,3.98,2020-08-18,627,80 over
1,1052,49.88,51.02,2021-08-05,104945,Male
0,31,0.24,15.47,2022-03-21,1482089,20-29
0.29,318,4.74,13.62,2022-01-29,110508,50-59
7.07,46,28.4,6.65,2020-03-31,651,70-79
1.17,42,11.14,15.72,2020-09-18,3581,60-69
1.77,143,46.89,54.25,2020-08-14,8068,Female
0.45,7639,22.66,5.57,2023-02-11,1690412,70-79
0,24,0.07,12.26,2023-08-25,4211260,10-19
0,8,0.03,13.1,2022-05-06,2288558,10-19
20.44,812,56.35,5.01,2021-02-03,3973,80 over
0.54,6026,22.98,4.98,2022-08-24,1124599,70-79
1.05,235,11.77,14.95,2021-06-18,22465,60-69
0.3,144,5.99,16.86,2021-09-19,48208,50-59
0.55,16,5.21,17.92,2020-08-20,2930,50-59
0.12,3471,11.48,10.67,2022-11-24,2858466,60-69
0.11,17256,50.77,53.68,2023-03-01,16385549,Female
1,360,14.26,11.17,2021-10-05,35889,60-69
0,0,0,27.39,2020-04-25,2936,20-29
0.11,16342,51.03,53.58,2022-12-29,15499865,Female
0.3,317,4.79,13.88,2022-01-26,105928,50-59
0.77,1780,50.97,52.85,2021-11-27,230920,Male
0.05,7,0.4,13.44,2021-04-09,14549,30-39
3.73,5489,54.11,2.37,2022-03-12,147103,80 over
0,0,0,6.15,2020-12-06,2308,10-19
0,0,0,1.3,2020-05-08,141,0-9
0,0,0,7.05,2020-02-21,11,70-79
0.28,36,3.09,18.79,2021-01-12,13084,50-59
0,2066,12,10,2022-04-02,1338112,60-69
20.7,919,56.48,4.84,2021-03-05,4439,80 over
24.59,120,47.62,4.52,2020-05-04,488,80 over
0.1,17460,50.74,53.73,2023-04-22,16691168,Female
2.63,10696,58.19,2.75,2022-04-07,406877,80 over
0.03,14,0.59,15.37,2021-09-13,42189,30-39
0.11,14876,51.02,53.3,2022-10-31,13612532,Female
0,23,0.07,12.4,2023-06-29,3992154,10-19
0,80,0.23,14.55,2023-06-22,4667539,20-29
8.72,3724,50.64,2.3,2022-02-19,42719,80 over
0,126,0,15,2022-09-05,3460136,30-39
0,59,0.24,14.51,2022-06-02,2631052,20-29
0,0,0,9.01,2021-10-19,31025,10-19
22.37,153,49.51,3.87,2020-08-24,684,80 over
9.36,87,29.29,6.67,2020-07-23,929,70-79
0.24,99,4.55,17.71,2021-08-18,40493,50-59
0.03,1428,4.08,13.06,2023-06-20,4185662,50-59
0,5,0.05,11.99,2022-03-07,559457,0-9
0.1,17620,50.73,53.8,2023-05-25,17005998,Female
1.68,603,50.89,51,2021-01-13,35801,Female
0.43,7966,22.7,5.73,2023-07-06,1853023,70-79
0.5,6690,22.93,5.27,2022-10-31,1346544,70-79
0,0,0,3.89,2021-02-08,3157,0-9
0,12737,49,47,2022-08-22,10449892,Male
0.11,17146,50.79,53.67,2023-02-14,16297984,Female
0.14,12059,48.74,47.01,2022-07-17,8820212,Male
0.14,11945,48.72,47.02,2022-06-25,8613580,Male
1.61,2,28.57,16.25,2020-02-24,124,60-69
0.21,3,1.22,13.25,2020-04-29,1426,40-49
0,0,0,5.52,2020-09-21,1272,10-19
2.17,2,15.38,4.55,2020-02-28,92,70-79
0,0,0,4.15,2021-03-13,3945,0-9
0,28,0,11,2022-08-15,2455747,0-9
0,34,0.12,10.89,2022-11-09,2828178,0-9
0.03,1433,4.08,13.06,2023-07-10,4233914,50-59
1.23,1032,50.44,49.38,2021-07-13,84086,Female
0,0,0,9.82,2021-12-08,48091,10-19
0.03,1435,4.07,13.06,2023-07-25,4301754,50-59
0,0,0,9.82,2021-12-07,47365,10-19
0,162,0.47,14.67,2023-05-15,4607063,30-39
0,356,1,15,2022-08-22,3422083,40-49
0.09,10,0.75,14.33,2021-01-23,10705,40-49
0.03,1435,4.07,13.06,2023-07-27,4316898,50-59
16.81,530,55.09,4.98,2021-01-03,3152,80 over
7.23,17,28.33,3.03,2020-03-11,235,80 over
0.15,2922,11.82,10.09,2022-07-16,1889053,60-69
0.12,3840,11.36,10.92,2023-02-16,3317921,60-69
0.86,1169,50.24,51.72,2021-09-06,135382,Male
0,75,0.24,14.64,2022-12-08,4031840,20-29
0.11,3987,11.36,11.06,2023-07-11,3589475,60-69
0,0,0,9.46,2023-09-02,3270242,0-9
13.07,1770,50.69,3.1,2021-11-27,13541,80 over
0,0,0,20.44,2020-09-17,4631,20-29
17.67,1132,52.95,2.94,2021-08-12,6405,80 over
